timestamp,interface,can_id,data,label
2025-08-08 16:34:05,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:05,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:06,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:06,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:07,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:07,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:08,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:08,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:09,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:09,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:10,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:10,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:11,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:11,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:12,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:12,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:13,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:13,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:14,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:14,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:15,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:15,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:16,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:16,can0,0x200,00 00 00 00 00 00 00 00,freestate
2025-08-08 16:34:17,can0,0x200,00 00 00 00 00 00 00 00,freestate
